"base_id"	"name"	"type"	"gear_level"	"power"	"level"	"url"	"combat_type"	"stars"	"player"	"Alignment"	"Role"	"Affiliation_1"	"Affiliation_2"	"Affiliation_3"	"Affiliation_4"	"zeta_1"	"zeta_2"	"zeta_3"
"1321"	"DENGAR"	"Dengar"	"characters"	9	10515	85	"/u/lxapathyxl/collection/"	1	4	"Apathy"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1322"	"DENGAR"	"Dengar"	"characters"	7	6655	62	"/u/yimyames/collection/"	1	5	"YimYames"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1323"	"DENGAR"	"Dengar"	"characters"	7	8349	80	"/u/boogstien/collection/"	1	6	"boogstien"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1324"	"DENGAR"	"Dengar"	"characters"	7	11757	85	"/u/nostradazmous/collection/"	1	7	"NostraDazmous"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1325"	"DENGAR"	"Dengar"	"characters"	7	12418	80	"/u/lomidrevo/collection/"	1	7	"Smartinsk"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1326"	"DENGAR"	"Dengar"	"characters"	9	12514	85	"/u/wesbiriuk/collection/"	1	7	"Wes Biriuk"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1327"	"DENGAR"	"Dengar"	"characters"	7	12988	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1328"	"DENGAR"	"Dengar"	"characters"	10	13660	85	"/u/btrie/collection/"	1	7	"btrie"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1329"	"DENGAR"	"Dengar"	"characters"	8	14119	85	"/u/lexicon/collection/"	1	7	"Lexicon"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1330"	"DENGAR"	"Dengar"	"characters"	8	14440	85	"/u/ppsalomon/collection/"	1	7	"Peps"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1331"	"DENGAR"	"Dengar"	"characters"	8	14481	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1332"	"DENGAR"	"Dengar"	"characters"	9	14736	85	"/u/rufuska/collection/"	1	7	"Rufuska"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1333"	"DENGAR"	"Dengar"	"characters"	8	14782	85	"/u/alteredego/collection/"	1	7	"D'Artagnan"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1334"	"DENGAR"	"Dengar"	"characters"	8	15000	85	"/u/dmt/collection/"	1	7	"Mhann Uhdea"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1335"	"DENGAR"	"Dengar"	"characters"	8	15025	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1336"	"DENGAR"	"Dengar"	"characters"	9	16069	85	"/u/kaosbdz/collection/"	1	7	"Kaos"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	NA	NA	NA
"1337"	"DENGAR"	"Dengar"	"characters"	11	19482	85	"/u/scrubz/collection/"	1	7	"Scrubz"	"Dark Side"	"Attacker"	"Bounty Hunter"	"Scoundrel"	NA	NA	"Grizzled Veteran"	NA	NA
"1338"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	1014	1	"/u/darkjarjar/collection/"	1	4	"Adam"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1339"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	1014	1	"/u/lomidrevo/collection/"	1	4	"Smartinsk"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1340"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	1200	20	"/u/sarithlekit9222/collection/"	1	4	"Sarith LeKit"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1341"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	1341	50	"/u/lisalala/collection/"	1	4	"lisalala"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1342"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	1588	50	"/u/kallah/collection/"	1	4	"kallah"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1343"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	3	1837	30	"/u/alteredego/collection/"	1	4	"D'Artagnan"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1344"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	3	1894	50	"/u/wesbiriuk/collection/"	1	4	"Wes Biriuk"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1345"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	4	2280	35	"/u/lxapathyxl/collection/"	1	4	"Apathy"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1346"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	3	2586	65	"/u/xaraxion/collection/"	1	4	"Bullet"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1347"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	3	2655	53	"/u/oberon%20calad/collection/"	1	4	"Oberon"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1348"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	5	3873	50	"/u/rajnishvg/collection/"	1	4	"Code"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1349"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	5052	75	"/u/kaosbdz/collection/"	1	4	"Kaos"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1350"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	5664	85	"/u/grandmasterhardy/collection/"	1	4	"GrandmasterHardy"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1351"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	5752	68	"/u/blaine2142/collection/"	1	4	"Blaine"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1352"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	4	2983	50	"/u/hbktez/collection/"	1	5	"Tez"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1353"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	6388	64	"/u/nostradazmous/collection/"	1	5	"NostraDazmous"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1354"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	2661	1	"/u/lexicon/collection/"	1	6	"Lexicon"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1355"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	2661	1	"/u/dmt/collection/"	1	6	"Mhann Uhdea"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1356"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	3	3249	50	"/u/yimyames/collection/"	1	6	"YimYames"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1357"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	3	3307	20	"/u/roguesparrow/collection/"	1	6	"RogueSparrow"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1358"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	4	4179	50	"/u/djharr0w/collection/"	1	6	"DJ Harr0w"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1359"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	7056	85	"/u/darthhelmet33/collection/"	1	6	"DarthHelmet"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1360"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	8	12124	85	"/u/kems/collection/"	1	6	"Kems"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1361"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	1	5806	52	"/u/zordo/collection/"	1	7	"Zordo"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1362"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	7686	64	"/u/btrie/collection/"	1	7	"btrie"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1363"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	9633	85	"/u/rac00n/collection/"	1	7	"Rac00n"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1364"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	7	11290	74	"/u/martinvu/collection/"	1	7	"Martyvu"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1365"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	8	12936	85	"/u/ppsalomon/collection/"	1	7	"Peps"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1366"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	9	14790	85	"/u/boogstien/collection/"	1	7	"boogstien"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1367"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	9	14943	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1368"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	11	15571	85	"/u/rufuska/collection/"	1	7	"Rufuska"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1369"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	11	16873	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	NA	NA	NA
"1370"	"DIRECTORKRENNIC"	"Director Krennic"	"characters"	11	18883	85	"/u/scrubz/collection/"	1	7	"Scrubz"	"Dark Side"	"Support"	"Empire"	NA	NA	NA	"Director of Advanced Weapons Research"	NA	NA
"1371"	"EETHKOTH"	"Eeth Koth"	"characters"	3	1323	20	"/u/djharr0w/collection/"	1	3	"DJ Harr0w"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1372"	"EETHKOTH"	"Eeth Koth"	"characters"	7	4327	61	"/u/blaine2142/collection/"	1	4	"Blaine"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1373"	"EETHKOTH"	"Eeth Koth"	"characters"	1	4656	1	"/u/martinvu/collection/"	1	7	"Martyvu"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1374"	"EETHKOTH"	"Eeth Koth"	"characters"	1	4656	1	"/u/sarithlekit9222/collection/"	1	7	"Sarith LeKit"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1375"	"EETHKOTH"	"Eeth Koth"	"characters"	1	4656	1	"/u/lexicon/collection/"	1	7	"Lexicon"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1376"	"EETHKOTH"	"Eeth Koth"	"characters"	1	4656	1	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1377"	"EETHKOTH"	"Eeth Koth"	"characters"	2	4753	2	"/u/scrubz/collection/"	1	7	"Scrubz"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1378"	"EETHKOTH"	"Eeth Koth"	"characters"	1	4849	35	"/u/lxapathyxl/collection/"	1	7	"Apathy"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1379"	"EETHKOTH"	"Eeth Koth"	"characters"	6	6790	45	"/u/btrie/collection/"	1	7	"btrie"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1380"	"EETHKOTH"	"Eeth Koth"	"characters"	7	8242	51	"/u/kaosbdz/collection/"	1	7	"Kaos"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1381"	"EETHKOTH"	"Eeth Koth"	"characters"	7	8719	60	"/u/wesbiriuk/collection/"	1	7	"Wes Biriuk"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1382"	"EETHKOTH"	"Eeth Koth"	"characters"	8	9181	67	"/u/yimyames/collection/"	1	7	"YimYames"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1383"	"EETHKOTH"	"Eeth Koth"	"characters"	8	9834	70	"/u/boogstien/collection/"	1	7	"boogstien"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1384"	"EETHKOTH"	"Eeth Koth"	"characters"	8	10587	75	"/u/rac00n/collection/"	1	7	"Rac00n"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1385"	"EETHKOTH"	"Eeth Koth"	"characters"	8	10771	85	"/u/hbktez/collection/"	1	7	"Tez"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1386"	"EETHKOTH"	"Eeth Koth"	"characters"	8	10899	67	"/u/ppsalomon/collection/"	1	7	"Peps"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1387"	"EETHKOTH"	"Eeth Koth"	"characters"	8	11002	85	"/u/dmt/collection/"	1	7	"Mhann Uhdea"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1388"	"EETHKOTH"	"Eeth Koth"	"characters"	8	11407	75	"/u/kems/collection/"	1	7	"Kems"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1389"	"EETHKOTH"	"Eeth Koth"	"characters"	8	11514	80	"/u/darthhelmet33/collection/"	1	7	"DarthHelmet"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1390"	"EETHKOTH"	"Eeth Koth"	"characters"	8	11775	74	"/u/zordo/collection/"	1	7	"Zordo"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1391"	"EETHKOTH"	"Eeth Koth"	"characters"	8	12243	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1392"	"EETHKOTH"	"Eeth Koth"	"characters"	9	12348	80	"/u/nostradazmous/collection/"	1	7	"NostraDazmous"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1393"	"EETHKOTH"	"Eeth Koth"	"characters"	9	12931	82	"/u/rufuska/collection/"	1	7	"Rufuska"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1394"	"EETHKOTH"	"Eeth Koth"	"characters"	8	12943	85	"/u/rajnishvg/collection/"	1	7	"Code"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1395"	"EETHKOTH"	"Eeth Koth"	"characters"	8	12970	85	"/u/alteredego/collection/"	1	7	"D'Artagnan"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1396"	"EETHKOTH"	"Eeth Koth"	"characters"	9	13642	85	"/u/grandmasterhardy/collection/"	1	7	"GrandmasterHardy"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1397"	"EETHKOTH"	"Eeth Koth"	"characters"	9	13671	85	"/u/darkjarjar/collection/"	1	7	"Adam"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1398"	"EETHKOTH"	"Eeth Koth"	"characters"	9	13692	85	"/u/kallah/collection/"	1	7	"kallah"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1399"	"EETHKOTH"	"Eeth Koth"	"characters"	9	14137	85	"/u/lisalala/collection/"	1	7	"lisalala"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1400"	"EETHKOTH"	"Eeth Koth"	"characters"	10	15039	85	"/u/oberon%20calad/collection/"	1	7	"Oberon"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1401"	"EETHKOTH"	"Eeth Koth"	"characters"	10	15123	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"1402"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	10	15205	85	"/u/xaraxion/collection/"	1	7	"Bullet"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1403"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	16099	85	"/u/scrubz/collection/"	1	7	"Scrubz"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1404"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	16477	85	"/u/djharr0w/collection/"	1	7	"DJ Harr0w"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1405"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	16675	85	"/u/darkjarjar/collection/"	1	7	"Adam"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1406"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	16873	85	"/u/sarithlekit9222/collection/"	1	7	"Sarith LeKit"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1407"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	16873	85	"/u/kallah/collection/"	1	7	"kallah"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1408"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	17467	85	"/u/nostradazmous/collection/"	1	7	"NostraDazmous"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1409"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	17467	85	"/u/dmt/collection/"	1	7	"Mhann Uhdea"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	NA	NA	NA
"1410"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	18883	85	"/u/yimyames/collection/"	1	7	"YimYames"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1411"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	19297	85	"/u/wesbiriuk/collection/"	1	7	"Wes Biriuk"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1412"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	19411	85	"/u/rac00n/collection/"	1	7	"Rac00n"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1413"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	19411	85	"/u/blaine2142/collection/"	1	7	"Blaine"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1414"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	19807	85	"/u/btrie/collection/"	1	7	"btrie"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1415"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	19873	85	"/u/boogstien/collection/"	1	7	"boogstien"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1416"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	20293	85	"/u/martinvu/collection/"	1	7	"Martyvu"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1417"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	20503	85	"/u/darthhelmet33/collection/"	1	7	"DarthHelmet"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	NA	NA
"1418"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	20503	85	"/u/hbktez/collection/"	1	7	"Tez"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Emperor of the Galactic Empire"	NA	NA
"1419"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	21091	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1420"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	11	21949	85	"/u/ppsalomon/collection/"	1	7	"Peps"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1421"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22279	85	"/u/lexicon/collection/"	1	7	"Lexicon"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1422"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22279	85	"/u/kaosbdz/collection/"	1	7	"Kaos"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1423"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22375	85	"/u/lisalala/collection/"	1	7	"lisalala"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1424"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22489	85	"/u/lxapathyxl/collection/"	1	7	"Apathy"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1425"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22489	85	"/u/lomidrevo/collection/"	1	7	"Smartinsk"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1426"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22489	85	"/u/grandmasterhardy/collection/"	1	7	"GrandmasterHardy"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1427"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22699	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1428"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22699	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1429"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22699	85	"/u/rufuska/collection/"	1	7	"Rufuska"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1430"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22699	85	"/u/oberon%20calad/collection/"	1	7	"Oberon"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1431"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22843	85	"/u/kems/collection/"	1	7	"Kems"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1432"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22909	85	"/u/zordo/collection/"	1	7	"Zordo"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1433"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22909	85	"/u/rajnishvg/collection/"	1	7	"Code"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1434"	"EMPERORPALPATINE"	"Emperor Palpatine"	"characters"	12	22909	85	"/u/alteredego/collection/"	1	7	"D'Artagnan"	"Dark Side"	"Support"	"Empire"	"Sith"	NA	NA	"Crackling Doom"	"Emperor of the Galactic Empire"	NA
"1435"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	778	50	"/u/lisalala/collection/"	1	2	"lisalala"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1436"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/alteredego/collection/"	1	3	"D'Artagnan"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1437"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/roguesparrow/collection/"	1	3	"RogueSparrow"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1438"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/kems/collection/"	1	3	"Kems"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1439"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/darthhelmet33/collection/"	1	3	"DarthHelmet"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1440"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/djharr0w/collection/"	1	3	"DJ Harr0w"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1441"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/lxapathyxl/collection/"	1	3	"Apathy"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1442"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/cyrussophus/collection/"	1	3	"Cyrus Sophus"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1443"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/yimyames/collection/"	1	3	"YimYames"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
"1444"	"ENFYSNEST"	"Enfys Nest"	"characters"	1	676	1	"/u/dmt/collection/"	1	3	"Mhann Uhdea"	"Light Side"	"Attacker"	"Scoundrel"	NA	NA	NA	NA	NA	NA
