"player","ally_code","name","base_id","alignment","role","gear_level","power","stars","level","Affiliation1","Affiliation2","Affiliation3","Affiliation4","zeta_1","zeta_2","zeta_3"
"Apathy",173129783,"Captain Phasma","PHASMA","Dark Side","Support",8,12855,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Captain Phasma","PHASMA","Dark Side","Support",7,12183,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Captain Phasma","PHASMA","Dark Side","Support",11,15843,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Captain Phasma","PHASMA","Dark Side","Support",12,19600,7,85,"First Order",NA,NA,NA,"leaderskill_PHASMA",NA,NA
"NostraDazmous",126741569,"Captain Phasma","PHASMA","Dark Side","Support",11,15775,7,85,"First Order",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Captain Phasma","PHASMA","Dark Side","Support",11,16158,7,85,"First Order",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Captain Phasma","PHASMA","Dark Side","Support",8,13579,7,85,"First Order",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Captain Phasma","PHASMA","Dark Side","Support",12,19149,7,85,"First Order",NA,NA,NA,"leaderskill_PHASMA",NA,NA
"DJ Harr0w",693446368,"Captain Phasma","PHASMA","Dark Side","Support",10,15097,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Captain Phasma","PHASMA","Dark Side","Support",8,12997,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Captain Phasma","PHASMA","Dark Side","Support",11,16654,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Captain Phasma","PHASMA","Dark Side","Support",12,17283,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Captain Phasma","PHASMA","Dark Side","Support",11,16462,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Captain Phasma","PHASMA","Dark Side","Support",10,15571,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Captain Phasma","PHASMA","Dark Side","Support",8,13567,7,85,"First Order",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Captain Phasma","PHASMA","Dark Side","Support",10,15313,7,85,"First Order",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Captain Phasma","PHASMA","Dark Side","Support",11,18687,7,85,"First Order",NA,NA,NA,"leaderskill_PHASMA",NA,NA
"Bullet",647171153,"Captain Phasma","PHASMA","Dark Side","Support",7,10600,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Captain Phasma","PHASMA","Dark Side","Support",8,11556,7,82,"First Order",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Captain Phasma","PHASMA","Dark Side","Support",11,15657,7,85,"First Order",NA,NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Captain Phasma","PHASMA","Dark Side","Support",9,14236,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Captain Phasma","PHASMA","Dark Side","Support",7,10954,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Captain Phasma","PHASMA","Dark Side","Support",8,13005,7,85,"First Order",NA,NA,NA,NA,NA,NA
"Code",853781739,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,15156,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"btrie",962472279,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,12970,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Drewish",266161177,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,11923,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12784,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Peps",912783323,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,14434,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"YimYames",663748144,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,15157,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Kelsier",866766384,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,15042,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Oberon",298518446,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,15088,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"boogstien",569715162,"Cassian Andor","CASSIANANDOR","Light Side","Support",7,12000,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"doctorx",284629595,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12918,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Tez",613277982,"Cassian Andor","CASSIANANDOR","Light Side","Support",7,12237,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,14865,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Apathy",173129783,"Cassian Andor","CASSIANANDOR","Light Side","Support",7,11167,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Adam",641878415,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12816,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12526,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Kems",588232271,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12807,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Cassian Andor","CASSIANANDOR","Light Side","Support",9,12762,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"kallah",742876214,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,13303,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Cassian Andor","CASSIANANDOR","Light Side","Support",11,15913,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Cassian Andor","CASSIANANDOR","Light Side","Support",7,12655,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Cassian Andor","CASSIANANDOR","Light Side","Support",6,10572,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Martyvu",414326312,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,11902,7,78,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Lexicon",755564748,"Cassian Andor","CASSIANANDOR","Light Side","Support",9,14382,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Zordo",347361694,"Cassian Andor","CASSIANANDOR","Light Side","Support",9,13605,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,13341,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Rufuska",517585818,"Cassian Andor","CASSIANANDOR","Light Side","Support",12,16026,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,9393,7,80,"Rebel","Rogue One",NA,NA,NA,NA,NA
"lisalala",274949228,"Cassian Andor","CASSIANANDOR","Light Side","Support",11,16213,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12996,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Bullet",647171153,"Cassian Andor","CASSIANANDOR","Light Side","Support",1,1198,3,50,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Smartinsk",867856267,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,10567,7,75,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Scrubz",653454484,"Cassian Andor","CASSIANANDOR","Light Side","Support",2,4720,7,2,"Rebel","Rogue One",NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,12963,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Rac00n",911198655,"Cassian Andor","CASSIANANDOR","Light Side","Support",10,15079,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Blaine",163941995,"Cassian Andor","CASSIANANDOR","Light Side","Support",8,8434,5,80,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Code",853781739,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",3,3178,3,51,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"btrie",962472279,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",12,19440,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Drewish",266161177,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,14727,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,18421,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Peps",912783323,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,18598,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"YimYames",663748144,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,18193,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Kelsier",866766384,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,14661,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Oberon",298518446,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",6,7806,7,53,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"boogstien",569715162,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",8,12103,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"doctorx",284629595,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",5,10038,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Tez",613277982,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",7,11583,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",3,5260,7,20,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Apathy",173129783,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",2,5025,7,35,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Adam",641878415,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,19305,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Mhann Uhdea",453922222,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",1,1521,5,1,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Kems",588232271,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,15043,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"NostraDazmous",126741569,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,18270,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"kallah",742876214,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",8,12955,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,16038,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"DarthHelmet",627172986,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,17710,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"DJ Harr0w",693446368,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,17937,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Martyvu",414326312,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",9,16780,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Lexicon",755564748,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",6,11515,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Zordo",347361694,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",7,7899,7,53,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,16791,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Rufuska",517585818,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",12,19548,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Wes Biriuk",625985749,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",5,2845,4,50,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"lisalala",274949228,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",1,1848,5,50,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"RogueSparrow",261839383,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",8,13422,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Bullet",647171153,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",1,1198,3,50,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Smartinsk",867856267,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",1,4656,7,1,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Scrubz",653454484,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",2,4753,7,2,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",11,18064,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Rac00n",911198655,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",10,17052,7,85,"Clone Trooper","Galactic Republic",NA,NA,"leaderskill_CC2224",NA,NA
"Blaine",163941995,"CC-2224 ""Cody""","CC2224","Light Side","Attacker",1,1014,4,1,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Code",853781739,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,9009,5,80,"Ewok",NA,NA,NA,NA,NA,NA
"btrie",962472279,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",10,13804,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Drewish",266161177,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",9,13443,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,11703,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,9595,7,70,"Ewok",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,12351,7,80,"Ewok",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,9978,5,85,"Ewok",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",9,11635,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"boogstien",569715162,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,12522,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"doctorx",284629595,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",7,7984,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",7,6973,4,85,"Ewok",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13336,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",1,870,3,35,"Ewok",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",1,1014,4,1,"Ewok",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",6,11706,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,11311,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13356,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,10392,5,85,"Ewok",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",1,1593,4,50,"Ewok",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",9,11532,6,85,"Ewok",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",3,1618,4,20,"Ewok",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,12712,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13480,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13680,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",7,11446,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13411,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",4,1906,3,50,"Ewok",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",1,1003,3,50,"Ewok",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13447,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",5,2661,4,47,"Ewok",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",12,20385,7,85,"Ewok",NA,NA,NA,"leaderskill_CHIEFCHIRPA",NA,NA
"GrandmasterHardy",589629316,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",8,13440,7,85,"Ewok",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",1,2661,6,1,"Ewok",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Chief Chirpa","CHIEFCHIRPA","Light Side","Support",1,1014,4,1,"Ewok",NA,NA,NA,NA,NA,NA
"Code",853781739,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12946,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"btrie",962472279,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,9804,7,68,"Jawa",NA,NA,NA,NA,NA,NA
"Drewish",266161177,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,6952,6,70,"Jawa",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",9,14404,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12946,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,10084,7,74,"Jawa",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12414,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,13249,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"boogstien",569715162,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",9,14088,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"doctorx",284629595,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,11890,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,11466,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,13659,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,10519,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,13162,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",10,15486,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",9,14064,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",10,15057,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12043,7,80,"Jawa",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",5,7636,7,50,"Jawa",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",9,14416,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",7,9394,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,11772,7,81,"Jawa",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",9,14284,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",7,10533,7,72,"Jawa",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12283,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",10,14214,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,10329,7,80,"Jawa",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",2,6825,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12432,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Bullet",647171153,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",7,5893,5,67,"Jawa",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,11317,7,70,"Jawa",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,13702,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,12618,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",6,9433,7,85,"Jawa",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Chief Nebit","CHIEFNEBIT","Light Side","Tank",8,10915,6,83,"Jawa",NA,NA,NA,NA,NA,NA
"Code",853781739,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",12,18114,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"btrie",962472279,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",9,15025,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Drewish",266161177,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",8,14016,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",8,14322,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Peps",912783323,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",8,14581,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"YimYames",663748144,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",11,16633,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Kelsier",866766384,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",12,17590,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Oberon",298518446,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",1,1024,4,1,"Rebel","Rogue One",NA,NA,NA,NA,NA
"boogstien",569715162,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",11,17083,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"doctorx",284629595,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",12,17917,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Tez",613277982,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",12,18024,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",12,18343,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Apathy",173129783,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",1,1014,4,1,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",1,2661,6,1,"Rebel","Rogue One",NA,NA,NA,NA,NA
"Kems",588232271,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",11,16702,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",11,16792,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"kallah",742876214,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",10,15822,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",4,4632,4,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",8,13387,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Chirrut Îmwe","CHIRRUTIMWE","Light Side","Attacker",10,16156,7,85,"Rebel","Rogue One",NA,NA,NA,NA,NA
